2054.000	23698.148	5437.128
2055.000	186464.145	4235.194
2056.000	104741.346	4200.224
2057.000	158475.013	4507.180
2058.000	7859.720	5025.241
2059.000	98153.135	4166.988
2060.000	189941.853	4641.761
2061.000	110577.305	4533.958
2062.000	43909.182	5468.904
2063.000	65810.673	4133.008
2064.000	110458.073	4315.256
2065.000	80230.444	4884.998
2066.000	9724.143	5002.376
2067.000	11647.463	4707.262
2068.000	27338.594	5203.417
2069.000	100208.993	4369.276
2070.000	11934.008	4741.146
2071.000	42389.360	4285.734
2072.000	10954.475	4952.824
2073.000	63431.570	4855.734
2074.000	20865.819	4859.805
2075.000	8853.088	5319.582
2076.000	167466.286	4016.926
2077.000	82844.870	4661.005
2078.000	10738.654	5231.223
2079.000	65161.813	4362.162
2080.000	309157.060	3995.600
2081.000	58448.802	4627.989
2082.000	82186.084	4691.979
2083.000	15144.903	5133.996
2084.000	6348.580	5138.942
2085.000	197212.147	4065.521
2086.000	9090.982	5148.841
2087.000	44784.870	4547.853
2088.000	69927.804	4068.517
2089.000	73708.845	5150.424
2090.000	365435.242	4349.606
2091.000	197738.375	4005.649
2092.000	104845.394	4072.837
2093.000	35098.850	4973.865
2094.000	562312.364	4542.077
2095.000	24116.409	6330.775
2096.000	84261.861	4199.277
2097.000	65263.155	4120.213
2098.000	85214.299	3960.128
2099.000	464766.885	4583.517
2100.000	86748.793	5477.099
2101.000	663168.797	4375.440
2102.000	7881.650	4951.415
2103.000	11426.636	12086.030
2104.000	88537.177	4448.065
2105.000	103388.862	4447.588
2106.000	29488.656	4275.952
2107.000	11866.514	4871.940
2108.000	16061.629	5312.231
2109.000	291705.485	5469.651
2110.000	115870.919	4504.528
2111.000	26299.622	4763.165
2112.000	9390.853	5654.567
2113.000	16691.895	5188.704
2114.000	12484.459	5286.614
2115.000	47969.427	4137.574
2116.000	93214.613	4272.250
2117.000	185106.493	4395.507
2118.000	89771.741	4487.101
2119.000	135423.768	4068.432
2120.000	8777.057	4732.044
2121.000	472330.217	4721.626
2122.000	104430.438	4105.739
2123.000	78392.168	4537.792
2124.000	7508.654	5448.227
2125.000	361979.142	4410.395
2126.000	8984.376	5172.199
2127.000	245555.810	4504.627
2128.000	55739.911	4835.389
2129.000	58024.258	5466.560
2130.000	18338.436	4618.140
2131.000	30640.745	5358.176
2132.000	76531.840	5790.214
2133.000	13982.810	4632.673
2134.000	109703.108	4477.998
2135.000	90293.047	4589.708
2136.000	75713.318	4643.438
2137.000	7852.614	5250.679
2138.000	148933.715	4606.194
2139.000	26153.288	4343.211
2140.000	42886.781	4424.261
2141.000	14328.469	5272.473
2142.000	105082.636	4208.746
2143.000	93219.602	4056.959
2144.000	43028.774	4715.547
2145.000	103705.939	4423.531
2146.000	204868.167	4286.926
2147.000	28078.684	4782.170
2148.000	1165649.669	4384.567
2149.000	92376.512	4391.998
2150.000	136860.540	4388.462
2151.000	74250.960	4171.544
2152.000	19006.418	5351.589
2153.000	171035.347	4352.356
2154.000	160868.497	4588.487
2155.000	17709.957	4729.172
2156.000	77775.982	4478.741
2157.000	32915.911	4870.822
2158.000	463776.703	4421.840
2159.000	11875.739	4725.143
2160.000	11575.809	5854.961
2161.000	254863.426	4155.379
2162.000	30899.805	5574.223
2163.000	114113.228	4775.567
2164.000	40501.467	4380.503
2165.000	61682.501	4792.336
2166.000	208099.642	4333.802
2167.000	328055.326	4214.822
2168.000	129709.664	3889.346
2169.000	45629.746	4107.482
2170.000	6700.327	4876.196
2171.000	476009.704	4263.224
2172.000	15834.319	4912.502
2173.000	101945.382	4445.312
2174.000	14378.926	4947.266
2175.000	31634.265	4777.198
2176.000	212544.315	4607.035
2177.000	467260.938	4556.033
2178.000	17334.562	4777.329
2179.000	13525.234	4413.687
2180.000	257330.150	4127.058
2181.000	199163.068	3963.409
2182.000	680531.941	4092.944
2183.000	101025.757	4628.450
2184.000	154915.440	4405.314
2185.000	63014.982	4145.463
2186.000	89906.144	5335.815
2187.000	127375.801	4436.061
2188.000	10874.340	5293.532
2189.000	22501.513	4584.724
2190.000	84828.272	4474.603
2191.000	10641.049	4319.597
2192.000	730640.307	4563.884
2193.000	88523.676	4448.759
2194.000	299120.875	4295.364
2195.000	23018.427	4761.888
2196.000	9155.432	6597.210
2197.000	8471.377	5181.055
2198.000	25836.288	4578.354
2199.000	102178.660	4466.209
2200.000	8914.517	5495.550
2201.000	13286.302	4431.686
2202.000	78446.903	4695.579
2203.000	50205.612	4402.374
2204.000	181479.980	4702.565
2205.000	378912.452	4424.570
2206.000	192994.057	4347.928
2207.000	178989.865	4157.021
2208.000	348889.446	4637.935
2209.000	70926.020	4080.596
2210.000	95738.428	4192.004
2211.000	29169.821	4763.165
2212.000	22296.679	5693.537
2213.000	252425.249	4230.014
2214.000	72850.116	4272.077
2215.000	85620.689	4526.610
2216.000	6981.553	5033.134
2217.000	229762.098	4278.290
2218.000	342272.342	4283.404
2219.000	2654693.088	5181.094
2220.000	255180.862	4208.908
2221.000	39675.622	4493.852
