2.3,2.24,59948.709
1.95,2.26,59821.102999999996
2.15,2.24,59543.955
2.65,2.22,58346.2375
2.15,2.25,58087.181500000006
2.7,2.23,57959.557
2.15,2.26,49331.672999999995
2.6,2.25,48292.990999999995
3.0,2.24,40700.558000000005
2.35,2.27,40225.107
2.5,2.26,38724.557
2.05,2.29,36351.687000000005
2.6,2.27,35633.899
2.25,2.29,33970.196
2.6,2.28,31326.409
2.5,2.3,27805.432999999997
2.1,2.32,27653.71
2.6,2.31,25243.627
2.35,2.31,25198.699
2.2,2.33,24169.3495
2.4,2.33,24152.365
2.25,2.33,23516.964
2.55,2.33,22614.742000000002
2.0,2.37,21164.4235
2.6,2.34,20908.631999999998
2.55,2.34,20701.74
2.5,2.34,19620.92
3.0,2.35,18357.961
3.0,2.37,16591.074
3.0,2.38,15171.225
2.2,2.42,15093.1165
1.6,2.54,14775.854
1.7,2.52,14306.874
1.6,2.58,14103.753
1.65,2.55,13653.008
1.7,2.57,13624.329
1.9,2.5,12857.414
1.65,2.58,12848.425
1.7,2.56,12665.224
1.55,2.64,12606.627
1.65,2.62,12394.361
1.55,2.69,12110.067
1.75,2.58,11727.231000000002
1.55,2.72,11620.493999999999
1.6,2.67,11503.948
1.75,2.62,11077.636999999999
1.9,2.59,10600.598
1.85,2.61,10509.6265
1.55,2.8,10480.754
1.8,2.61,10333.0955
1.7,2.7,9649.063
1.9,2.66,9181.001
1.75,2.74,9103.860999999999
1.7,2.82,8941.843
1.95,2.68,8719.3015
1.85,2.72,8588.664499999999
2.7,2.61,8514.577
2.55,2.62,8505.739
2.0,2.68,8477.637
2.85,2.63,8384.317500000001
1.9,2.76,8204.94
2.55,2.66,7929.6455000000005
2.45,2.66,7836.1759999999995
2.55,2.69,7829.7744999999995
2.05,2.73,7774.8565
3.0,2.69,7515.085999999999
2.6,2.71,7345.624
2.85,2.96,7180.759
2.95,3.0,7063.8085
2.7,2.93,6630.151
2.6,3.0,6521.7255000000005
