1.5,2.23,59986.24113761467
1.5,2.24,54424.16898598131
1.5,2.26,46300.68410045664
1.5,2.25,45675.735825688025
1.5,2.27,37663.2340091324
1.5,2.29,26280.967968468474
1.5,2.31,21759.95114285715
1.5,2.32,20385.932270642203
1.5,2.33,18313.328059090905
1.5,2.34,16429.72938181818
1.5,2.36,13778.607692307696
1.5,2.38,11766.1647027027
1.5,2.39,11545.342459090907
1.5,2.4,10699.143261261259
1.5,2.41,10110.666073394486
1.5,2.43,9415.432889908261
1.5,2.44,8983.429395454546
1.5,2.45,8520.519545454537
1.5,2.46,8127.472405660377
1.5,2.49,7497.929743119273
1.5,2.51,7213.973831775703
1.5,2.52,7000.460277777776
1.5,2.53,6847.375791469194
1.5,2.55,6583.259886255923
1.5,2.56,6494.421706161141
1.5,2.57,6348.371697115387
1.5,2.58,6162.428755102042
1.5,2.59,6119.703321428571
1.5,3.25,6040.096333333332
1.5,3.09,6038.996999999999
1.5,2.96,6037.729000000001
1.5,3.13,5873.25525
