1450.000	100.000	1.600	2.000	140453.419	122834.207
1450.000	100.000	1.600	2.010	122424.040	119144.937
1450.000	100.000	1.600	2.020	116164.625	119377.706
1450.000	100.000	1.600	2.030	120709.917	119895.488
1450.000	100.000	1.600	2.040	117354.491	122484.313
1450.000	100.000	1.600	2.050	120168.505	117334.724
1450.000	100.000	1.600	2.060	118379.578	115013.834
1450.000	100.000	1.600	2.070	113116.299	112604.311
1450.000	100.000	1.600	2.080	114533.507	112252.287
1450.000	100.000	1.600	2.090	111085.155	110360.075
1450.000	100.000	1.600	2.100	111705.066	110950.687
1450.000	100.000	1.600	2.110	111369.315	110220.378
1450.000	100.000	1.600	2.120	109592.649	108574.580
1450.000	100.000	1.600	2.130	110004.547	105650.013
1450.000	100.000	1.600	2.140	106918.098	118263.011
1450.000	100.000	1.600	2.150	116242.163	118126.639
1450.000	100.000	1.600	2.160	116327.576	124600.720
1450.000	100.000	1.600	2.170	119911.999	121952.519
1450.000	100.000	1.600	2.180	125503.168	97800.354
1450.000	100.000	1.600	2.190	96622.853	67189.399
1450.000	100.000	1.600	2.200	67976.191	36939.633
1450.000	100.000	1.600	2.210	36802.242	36678.610
1450.000	100.000	1.600	2.220	43021.333	37845.554
1450.000	100.000	1.600	2.230	36914.968	36312.272
1450.000	100.000	1.600	2.240	36721.922	45453.484
1450.000	100.000	1.600	2.250	45547.400	48859.020
1450.000	100.000	1.600	2.260	36098.878	20629.763
1450.000	100.000	1.600	2.270	20526.542	23885.367
1450.000	100.000	1.600	2.280	25293.123	26535.859
1450.000	100.000	1.600	2.290	26684.064	29727.763
1450.000	100.000	1.600	2.300	31302.197	53387.761
1450.000	100.000	1.600	2.310	33745.402	43197.412
1450.000	100.000	1.600	2.320	42622.793	27551.173
1450.000	100.000	1.600	2.330	21620.695	31190.910
1450.000	100.000	1.600	2.340	27362.004	14582.224
1450.000	100.000	1.600	2.350	21630.094	29489.156
1450.000	100.000	1.600	2.360	31796.567	13355.283
1450.000	100.000	1.600	2.370	16029.843	12856.394
1450.000	100.000	1.600	2.380	12950.663	16052.598
1450.000	100.000	1.600	2.390	28482.350	9223.219
1450.000	100.000	1.600	2.400	9419.323	13235.259
1450.000	100.000	1.600	2.410	12423.362	11286.266
1450.000	100.000	1.600	2.420	11708.505	10271.807
1450.000	100.000	1.600	2.430	10240.729	9312.265
1450.000	100.000	1.600	2.440	9283.325	7789.461
1450.000	100.000	1.600	2.450	7718.617	7456.283
1450.000	100.000	1.600	2.460	7480.079	7225.108
1450.000	100.000	1.600	2.470	7140.119	7385.749
1450.000	100.000	1.600	2.480	7391.941	7553.287
1450.000	100.000	1.600	2.490	7443.710	6284.976
1450.000	100.000	1.600	2.500	6313.446	6337.283
1450.000	100.000	1.600	2.510	6321.066	6297.613
1450.000	100.000	1.600	2.520	6325.405	6224.937
1450.000	100.000	1.600	2.530	6217.569	6058.414
1450.000	100.000	1.600	2.540	5953.215	5869.080
1450.000	100.000	1.600	2.550	5860.468	5962.336
1450.000	100.000	1.600	2.560	5967.464	6141.776
1450.000	100.000	1.600	2.570	6175.118	5906.493
1450.000	100.000	1.600	2.580	5907.464	5939.054
1450.000	100.000	1.600	2.590	5904.830	5619.769
1450.000	100.000	1.600	2.600	5543.650	5460.296
1450.000	100.000	1.600	2.000	46543.158	47347.328
1450.000	100.000	1.600	2.010	43780.581	43370.617
1450.000	100.000	1.600	2.020	43166.896	42672.925
1450.000	100.000	1.600	2.030	41666.736	42800.877
1450.000	100.000	1.600	2.040	41170.762	41217.535
1450.000	100.000	1.600	2.050	40805.625	40949.552
1450.000	100.000	1.600	2.060	40952.441	40623.816
1450.000	100.000	1.600	2.070	40826.193	40789.855
1450.000	100.000	1.600	2.080	40447.378	38897.981
1450.000	100.000	1.600	2.090	38932.330	39216.386
1450.000	100.000	1.600	2.100	34596.461	39967.458
1450.000	100.000	1.600	2.110	40339.632	39343.080
1450.000	100.000	1.600	2.120	39000.774	38828.166
1450.000	100.000	1.600	2.130	39022.622	39046.683
1450.000	100.000	1.600	2.140	38871.500	38900.154
1450.000	100.000	1.600	2.150	38957.587	38995.534
1450.000	100.000	1.600	2.160	38806.535	38232.737
1450.000	100.000	1.600	2.170	38559.929	38697.452
1450.000	100.000	1.600	2.180	38937.118	38894.941
1450.000	100.000	1.600	2.190	38714.657	38482.815
1450.000	100.000	1.600	2.200	38158.179	38663.516
1450.000	100.000	1.600	2.210	38258.776	38221.409
1450.000	100.000	1.600	2.220	38395.425	27068.969
1450.000	100.000	1.600	2.230	26946.873	27221.291
1450.000	100.000	1.600	2.240	27114.064	31099.560
1450.000	100.000	1.600	2.250	30923.123	26934.787
1450.000	100.000	1.600	2.260	28073.026	23871.452
1450.000	100.000	1.600	2.270	18660.403	18295.378
1450.000	100.000	1.600	2.280	18459.245	18354.382
1450.000	100.000	1.600	2.290	18030.845	17609.227
1450.000	100.000	1.600	2.300	18279.534	21918.393
1450.000	100.000	1.600	2.310	22575.165	24686.292
1450.000	100.000	1.600	2.320	23861.803	16493.260
1450.000	100.000	1.600	2.330	18217.293	25381.041
