68.000	240.000	0.000	238.000	42118.704	3667859309.257	46144.199	48137.159	54913.822	61488.668	61771.111	39726.759	49212.481	61259.394	62540.879	62627.469
68.000	251.000	0.000	238.000	62244.694	3667859309.329	61515.818	61447.445	62580.209	62305.935	61566.925	61911.657	61057.501	49104.245	62002.031	61796.318
68.000	262.000	0.000	238.000	49158.997	3667859309.392	60900.563	62076.069	62640.986	61364.085	62009.758	61135.737	62385.171	61476.729	61817.157	61345.711
68.000	273.000	0.000	238.000	61840.206	3667859309.454	62171.363	62681.569	61813.866	50312.221	49790.061	49671.479	48669.221	49266.081	48674.662	48338.248
68.000	284.000	0.000	238.000	49166.631	3667859309.519	49450.040	47999.836	48420.232	49788.637	48398.701	50820.225	49787.926	48180.442	48433.025	48568.100
68.000	295.000	0.000	238.000	48421.578	3667859309.581	48474.143	49670.062	47658.303	49115.324	49589.443	48876.847	48627.771	49182.599	43164.756	36447.548
68.000	306.000	0.000	238.000	45305.082	3667859309.641	45073.494	44831.563	45061.248	45266.221	42482.425	44421.597	51010.019	51111.824	50967.472	50376.258
68.000	317.000	0.000	238.000	51179.418	3667859309.701	50833.576	44339.034	44192.201	44354.279	44170.344	44181.550	44200.052	44628.211	44159.703	44391.590
68.000	328.000	0.000	238.000	44044.109	3667859309.760	44301.812	43991.261	44098.201	44222.500	43921.917	43952.402	44078.110	43707.511	44095.410	43979.041
68.000	339.000	0.000	238.000	44351.455	3667859309.820	44176.507	44147.389	44127.813	44024.624	44259.589	44280.972	43955.730	44132.286	43985.150	44340.727
68.000	350.000	0.000	238.000	44241.037	3667859309.880	44482.869	44399.512	44202.857	44400.644	44673.432	44134.523	44032.973	42909.500	51559.748	44334.519
68.000	361.000	0.000	238.000	44298.994	3667859309.941	44282.098	43864.942	43988.483	43829.063	44243.285	44268.590	42677.631	44278.720	44120.546	43892.028
68.000	372.000	0.000	238.000	44472.645	3667859310.000	44039.654	44264.089	44029.633	44261.839	44522.103	44121.664	44083.131	44317.595	44256.215	44074.206
68.000	383.000	0.000	238.000	44242.161	3667859310.062	44195.566	44298.994	44341.856	43987.928	43955.730	44142.913	44182.671	44037.984	44034.643	43960.723
68.000	394.000	0.000	238.000	44291.108	3667859310.124	43935.769	44169.224	44139.557	44040.768	44073.091	44013.498	44312.521	44212.396	44434.631	44304.629
