68.000	335.000	0.000	333.000	77044.795	3667859486.524	73045.679	71524.644	64462.329	66303.022	61041.450	62609.457	60954.919	62728.984	63839.658	65754.764
68.000	347.000	0.000	333.000	63010.422	3667859486.647	66564.053	62092.669	61820.449	63074.322	64005.073	61045.729	62997.885	62697.366	61613.757	62604.955
68.000	359.000	0.000	333.000	71001.204	3667859486.719	70747.376	69960.110	66404.150	66418.079	66247.534	66146.882	66007.734	66376.309	65453.255	65302.311
68.000	371.000	0.000	333.000	65291.294	3667859486.799	65350.096	65153.281	65230.154	65337.837	65456.946	65370.947	62855.773	62833.094	65375.855	65329.258
68.000	383.000	0.000	333.000	65336.611	3667859486.919	65263.155	62803.637	62628.596	62671.419	62886.415	62802.504	62862.580	62786.654	63025.244	62967.135
68.000	395.000	0.000	333.000	63003.583	3667859486.993	62884.144	62934.140	63042.356	62808.167	62870.523	62734.633	62606.081	62534.142	62643.239	62727.854
68.000	407.000	0.000	333.000	62753.848	3667859487.069	62635.353	62639.859	62668.036	63757.855	63740.352	63972.157	63934.579	63748.519	62909.132	62886.415
68.000	419.000	0.000	333.000	62962.582	3667859487.144	60921.868	60986.939	60923.999	61069.277	61024.338	61011.510	61001.893	60846.303	60945.320	62841.030
68.000	431.000	0.000	333.000	62977.381	3667859487.216	62981.937	62983.076	62807.034	63411.938	63769.528	63902.908	62713.171	62777.601	63967.457	63943.970
68.000	443.000	0.000	333.000	62888.686	3667859487.289	62922.770	62895.500	64114.647	63989.787	64033.315	63911.116	62986.493	62926.180	63018.402	62976.243
68.000	455.000	0.000	333.000	63017.262	3667859487.360	63028.666	63383.088	62926.180	62993.328	62911.404	62846.699	62848.968	62879.603	62964.858	63080.034
68.000	467.000	0.000	333.000	62812.698	3667859487.433	62993.328	62826.294	62906.859	62976.243	63706.542	62888.686	62993.328	62884.144	64314.728	63622.755
68.000	479.000	0.000	333.000	62751.587	3667859487.503	62583.582	62864.849	62851.236	62822.894	62797.975	62991.049	62929.591	64008.602	64108.746	63003.583
68.000	491.000	0.000	333.000	60883.530	3667859487.733	60979.465	61158.281	60914.409	60959.187	60984.803	61223.859	61214.174	62879.603	63070.896	63034.369
68.000	503.000	0.000	333.000	63132.630	3667859487.813	62870.523	63022.964	63021.823	63301.299	62818.362	62879.603	60958.120	60900.563	61086.414	64261.330
68.000	515.000	0.000	333.000	65243.595	3667859487.896	65051.064	65839.286	65297.414	66029.007	65395.495	65970.226	65935.258	64370.594	65287.622	64224.596
68.000	527.000	0.000	333.000	59565.339	3667859487.967	59900.321	59903.412	58963.333	53553.579	55253.571	62339.390	59491.068	60745.489	60580.664	60783.653
68.000	539.000	0.000	333.000	58311.805	3667859488.040	60033.509	59431.176	59475.830	59616.317	59635.711	59243.151	62464.608	62391.876	62011.966	62604.955
68.000	551.000	0.000	333.000	43316.678	3667859488.124	43450.693	43165.826	45761.038	45236.825	48335.565	48197.110	50645.090	50650.982	50741.006	50702.596
68.000	740.000	0.000	510.000	35311.646	3667859490.372	38077.666	37594.328	40708.807	40582.636	40702.147	40985.692	43407.913	43153.525	43394.393	43444.190
68.000	1038.000	0.000	796.000	27193.874	3667859493.896	27231.507	27600.952	27822.981	27596.141	27670.243	28073.931	46101.444	45245.640	45605.250	50709.240
68.000	1132.000	0.000	878.000	37917.243	3667859494.956	37464.118	37315.607	37377.678	37838.564	37202.014	37733.212	37478.228	37449.214	37248.563	37161.131
68.000	1303.000	0.000	1037.000	30281.642	3667859496.912	29071.458	28915.785	28269.436	29540.929	28554.036	28951.117	28287.804	29842.638	29846.474	29934.717
68.000	1540.000	0.000	1262.000	35825.593	3667859499.658	40649.893	42218.259	42784.578	43058.563	42795.092	39995.914	40186.039	39623.715	40299.025	39715.434
68.000	1783.000	0.000	1493.000	20950.161	3667859502.513	20710.233	20653.251	20666.976	20785.502	20550.644	30337.031	30314.059	31415.131	30309.047	31196.218
68.000	2028.000	0.000	1726.000	21007.275	3667859505.399	19435.967	20198.474	19335.944	19503.554	20552.705	24315.923	23587.410	23683.162	23556.780	23683.001
68.000	2293.000	0.000	1979.000	12112.720	3667859508.478	12384.489	12216.983	12324.322	12254.595	12239.006	13475.000	13518.672	13460.159	13457.091	13557.665
