2.5,2.24,59994.57599999999
2.1,2.26,59873.347664921464
2.65,2.23,59221.028781914916
2.45,2.25,56845.52058510635
2.15,2.26,56000.25123280423
1.95,2.27,53830.39356084655
2.1,2.27,52899.479315789475
2.3,2.26,50224.69997905757
2.6,2.25,50102.136542105276
3.0,2.24,45972.92175806449
2.35,2.27,45758.148057894745
2.5,2.26,45599.678652406415
2.05,2.29,41600.76301058201
2.6,2.27,40229.15000000001
2.25,2.29,39002.43726737967
2.25,2.3,35395.51282978723
2.6,2.28,35338.64462032088
2.5,2.3,32931.16102139038
2.1,2.32,32208.26034408602
2.35,2.31,30897.48076439791
2.4,2.33,28960.337598930495
2.25,2.33,27575.553292553188
2.05,2.34,26592.071793650786
2.55,2.33,26290.900460317476
2.6,2.34,25660.54805319147
2.25,2.35,24978.85372105265
2.75,2.32,24692.411416216215
2.05,2.36,23924.55517368422
2.3,2.35,23526.639486631004
2.55,2.34,23199.93979679144
2.5,2.34,23043.62127419355
2.6,2.36,21324.05240837695
2.15,2.38,20987.969731578945
2.45,2.37,20725.01428648649
3.0,2.35,20424.96242328042
2.15,2.4,19581.59835106383
2.05,2.4,19255.38286702128
2.2,2.4,18897.265151351356
2.1,2.4,18771.347093264252
3.0,2.37,18631.590895287954
3.0,2.38,17617.7462513369
1.9,2.44,17423.490935828886
2.2,2.42,17238.09729032258
1.85,2.46,16758.765384210532
1.65,2.52,16678.104227979264
1.9,2.46,16347.429693121685
2.5,2.42,16339.964098445593
2.1,2.45,16241.16580208334
1.6,2.54,16129.257089005234
2.4,2.43,15635.115796875007
2.3,2.44,15323.99295789474
1.6,2.58,15107.954439790576
1.65,2.55,14740.634569948184
2.9,2.44,14673.479458762888
2.1,2.46,14451.664634920642
2.8,2.43,14421.22020833333
2.9,2.45,14192.552257731968
1.85,2.51,14167.368850267372
1.9,2.5,14123.673631578957
1.7,2.56,13897.967415789473
1.55,2.64,13599.263915789474
1.8,2.53,13306.932952631569
1.65,2.59,13177.490853403138
1.65,2.62,13163.117694300527
1.55,2.69,12719.84572486772
1.75,2.58,12455.762783068782
1.55,2.72,12324.993062176174
1.6,2.67,12188.333567708329
1.75,2.62,11560.598287958117
1.7,2.68,11147.15319148936
1.75,2.63,11140.277267015705
1.55,2.8,11036.128112299464
1.55,2.85,10802.915711229944
1.75,2.64,10597.55842021277
1.8,2.61,10539.383194736838
1.7,2.7,10067.21629255319
1.95,2.65,9482.685257894733
1.6,2.93,9466.431548913048
1.9,2.66,9464.04033157895
1.75,2.74,9385.680550264553
1.7,2.82,9286.583989528788
1.95,2.68,9037.50872340425
2.05,2.64,8960.552822916665
2.25,2.64,8785.410587301589
2.55,2.62,8750.278685863876
2.0,2.68,8736.118315789474
1.95,2.72,8611.979210526313
1.9,2.74,8463.733005319149
2.85,2.63,8441.690347368423
1.9,2.76,8427.250291891889
2.55,2.66,8152.305715053767
1.95,2.77,8124.82377005348
1.95,2.76,8102.24346994535
2.45,2.66,8101.006515957452
1.85,2.84,8029.510628415301
2.05,2.73,7987.252582417586
2.3,2.72,7750.23861666667
2.05,2.77,7715.364580110498
2.55,2.7,7657.28135449735
3.0,2.69,7563.302048128346
2.6,2.71,7533.423688524587
2.05,2.8,7453.542062500001
2.7,2.72,7427.165799999996
2.35,2.76,7302.755910112362
2.65,2.73,7294.617256983244
2.85,2.96,7267.618000000001
2.95,2.96,7213.988407407406
2.95,3.0,7173.8582
2.7,2.93,6758.882866666667
2.6,3.0,6572.377035714286
