2.4,2.27,59979.75
2.9,2.24,59606.115
2.95,2.24,56249.42
2.75,2.27,50345.715
2.95,2.26,48702.568
2.85,2.27,46706.454000000005
2.95,2.27,43944.638
2.65,2.29,43882.67
2.25,2.31,43224.21650000001
2.85,2.28,42302.369999999995
2.85,2.29,40398.913499999995
2.95,2.29,39067.715500000006
2.85,2.3,38597.104999999996
2.9,2.3,37664.662
2.45,2.33,36284.845
2.65,2.32,36062.623
3.0,2.3,35355.3825
2.1,2.36,34661.361000000004
1.9,2.37,33777.801
2.15,2.36,33669.567
2.95,2.32,32684.715
2.9,2.33,32369.706000000002
2.5,2.35,32285.541
2.25,2.36,32224.019500000002
3.0,2.33,31930.072
1.75,2.39,31124.572999999997
2.25,2.37,30866.124
2.85,2.35,29744.772999999997
2.35,2.37,29420.285
2.2,2.38,28996.068
2.0,2.39,28705.118
2.2,2.39,28631.26
1.8,2.41,28508.5845
1.85,2.41,27817.092999999997
2.45,2.38,27814.584499999997
2.3,2.39,27736.569
2.65,2.37,27712.75
2.1,2.4,27106.1505
1.9,2.42,26697.972999999998
1.7,2.43,26452.826
2.5,2.39,26412.315
2.85,2.37,26393.89
2.2,2.4,26327.453999999998
1.8,2.42,26274.13
2.0,2.42,25708.327
3.0,2.38,25174.657000000003
2.55,2.4,24925.143
2.3,2.41,24678.073500000002
2.95,2.39,24414.5285
1.85,2.44,24070.583
1.9,2.44,23720.582000000002
2.15,2.43,23548.976000000002
2.5,2.42,23541.654
2.25,2.43,22697.714
2.95,2.41,22241.7895
2.6,2.43,21906.262000000002
2.55,2.44,21184.882999999998
2.75,2.43,21126.031000000003
2.25,2.45,20807.729
2.15,2.46,20806.9835
2.6,2.44,20658.8865
2.55,2.45,20551.006999999998
1.85,2.48,20482.603
1.7,2.5,20104.502
2.45,2.46,19676.046000000002
1.9,2.49,19451.005
1.85,2.5,19177.734
2.4,2.47,19154.846999999998
2.15,2.48,19016.588
3.0,2.45,19005.278000000002
2.45,2.47,18671.2065
2.55,2.47,18609.0575
2.95,2.46,18413.915
1.9,2.51,18148.568
3.0,2.46,18116.1895
2.65,2.47,18107.43
2.5,2.48,17882.309500000003
2.95,2.47,17434.346999999998
2.0,2.51,17407.9485
2.2,2.5,17326.457000000002
2.25,2.5,17123.5965
1.95,2.52,16845.364999999998
3.0,2.48,16775.345
2.75,2.49,16658.046000000002
2.6,2.5,16348.643999999998
2.0,2.52,16324.4
2.45,2.51,16052.45
2.6,2.51,15629.0465
2.9,2.5,15458.405
2.5,2.52,15314.983999999999
2.75,2.51,15243.834499999999
1.85,2.56,14737.7775
2.65,2.52,14728.927
2.85,2.52,14654.103500000001
2.8,2.52,14650.431
2.75,2.53,14584.331999999999
2.65,2.53,14221.521
2.9,2.53,14009.3
2.5,2.55,13798.617
2.7,2.54,13416.243999999999
1.9,2.59,13275.8695
2.35,2.56,13260.605
2.1,2.58,12960.301
2.3,2.57,12928.333999999999
3.0,2.55,12882.977
2.1,2.59,12689.365
2.5,2.57,12683.081
2.05,2.59,12517.1665
2.55,2.57,12483.608
2.95,2.56,12413.8425
2.8,2.57,12285.328000000001
2.6,2.58,12099.574499999999
2.9,2.57,12079.261999999999
2.85,2.58,11735.687
2.6,2.59,11666.931999999999
2.65,2.59,11604.0015
1.85,2.64,11417.832999999999
3.0,2.58,11382.162
2.75,2.59,11324.761
2.3,2.61,11248.249500000002
2.95,2.59,11074.4335
2.95,2.6,10965.494
2.25,2.62,10908.74
2.9,2.6,10694.93
2.7,2.61,10607.151000000002
2.05,2.65,10352.116000000002
2.85,2.61,10333.610999999999
3.0,2.61,10262.017
2.75,2.62,10191.8095
1.85,2.68,10062.823
1.65,2.72,10029.5435
2.25,2.65,9893.323
2.9,2.63,9771.9825
1.7,2.72,9551.055499999999
2.85,2.64,9400.7255
2.65,2.66,9250.0665
2.9,2.65,9242.640500000001
2.75,2.66,9115.2255
2.95,2.66,8929.43
1.95,2.72,8699.277
2.85,2.67,8650.705
2.65,2.68,8620.836
2.8,2.68,8514.722
2.1,2.72,8445.8635
1.75,2.77,8416.108
2.7,2.69,8279.4755
1.9,2.76,8155.3730000000005
2.9,2.69,8122.556500000001
2.0,2.75,8032.713
1.85,2.78,7900.969
1.8,2.79,7900.485000000001
2.0,2.77,7845.769
1.8,2.8,7834.148
2.6,2.72,7779.683000000001
1.7,2.83,7580.313
1.7,2.84,7483.442
1.85,2.83,7188.899
2.55,2.76,7173.368
1.65,2.88,7078.642
1.65,2.89,7043.641
1.7,2.88,7004.016
1.75,2.88,6853.153
1.7,2.9,6811.152
1.75,2.9,6733.6255
1.7,2.92,6656.705
1.65,2.92,6655.8395
1.6,2.96,6535.549
1.65,2.96,6494.6140000000005
1.8,2.92,6491.092
1.7,2.96,6402.543
1.65,2.97,6353.502
1.75,2.96,6301.436
1.7,2.98,6243.817999999999
1.7,2.99,6220.79
1.8,2.99,6109.017
1.9,2.97,6042.161
1.85,3.0,5988.24
