133.000	1158284.413	7177.670
134.000	37344.414	5474.784
135.000	180529.922	5299.412
136.000	307845.452	5676.667
137.000	192460.836	4939.072
138.000	59075.343	5620.494
139.000	256988.385	5157.059
140.000	160660.724	4787.001
141.000	614712.786	6039.452
142.000	132891.904	5047.621
143.000	71593.744	4553.662
144.000	1387081.097	6697.673
145.000	416124.631	4446.668
146.000	89808.778	4173.059
147.000	22684.114	5249.009
148.000	65194.745	4122.505
149.000	314574.009	4498.158
150.000	759808.523	5297.348
151.000	23479.760	6108.502
152.000	254658.447	4759.136
153.000	141624.197	4099.949
154.000	35265.166	5683.531
155.000	46322.788	7224.538
156.000	354536.169	6480.126
157.000	210999.194	6323.246
158.000	117918.676	4276.803
159.000	254751.579	4472.793
160.000	54735.186	4819.791
161.000	48951.036	5054.301
162.000	19715.859	5116.694
163.000	76240.348	5342.945
164.000	57509.768	6682.933
165.000	335901.569	5418.696
166.000	135066.657	4954.768
167.000	74517.845	5837.523
168.000	86158.665	4914.769
169.000	143049.280	4336.398
170.000	189394.440	4295.602
171.000	244144.372	4917.080
172.000	688740.845	5283.495
173.000	141503.367	5098.068
174.000	159294.024	4442.970
175.000	1014257.893	310452.218
176.000	34029.273	5000.810
177.000	197033.645	4261.070
178.000	698968.980	6140.812
179.000	325085.253	4547.509
180.000	765991.258	4269.181
181.000	47525.641	5688.395
182.000	78796.526	8240.075
183.000	224750.833	6883.519
184.000	70740.191	4270.715
185.000	47416.943	5055.431
186.000	33827.666	4955.233
187.000	268023.359	4280.004
188.000	163274.134	4861.868
189.000	65796.998	6991.714
190.000	68159.767	4227.514
191.000	685622.532	6129.691
192.000	103557.934	8261.457
193.000	454042.897	4712.975
194.000	904900.465	4957.956
195.000	201864.131	4645.352
196.000	464209.388	5554.240
133.000	577989.171	4539.010
134.000	1002868.308	5920.952
135.000	29581.826	5194.810
136.000	111412.064	8001.443
137.000	312233.387	4982.318
138.000	20652.393	5565.814
139.000	108240.536	9039.828
140.000	428092.814	4591.142
141.000	402794.402	6678.320
142.000	188166.600	4973.212
143.000	371674.664	4523.501
144.000	69758.338	6264.335
145.000	345121.220	4771.563
146.000	71747.122	4168.958
147.000	13669.726	4968.728
148.000	106483.352	4083.902
149.000	362092.037	4676.589
150.000	300462.687	5172.507
151.000	38522.399	7087.032
152.000	249424.491	4826.450
153.000	112662.589	4206.880
154.000	45833.300	5300.380
155.000	18366.093	6305.149
156.000	1041244.106	5638.939
157.000	509205.105	6231.686
158.000	80501.180	4212.523
159.000	172517.896	4493.011
160.000	445334.751	5666.379
161.000	126345.410	5338.613
162.000	13178.819	5090.438
163.000	216898.971	5891.397
164.000	512501.900	5912.428
165.000	59956.002	9435.680
166.000	58716.816	5045.471
