200.000	2.000	1.000	1.000	4935.146	0.000	0.000	6000.000	1.000
201.000	2.000	1.000	1.000	6330.429	0.000	6283.000	6876.000	1.000
202.000	2.000	1.000	1.000	7980.543	0.000	7250.000	8224.000	1.000
203.000	2.000	1.000	1.000	9040.532	0.000	8765.000	10410.000	1.000
204.000	7.000	6.000	1.000	12827.038	0.000	11292.000	14247.000	1.000
205.000	23.000	2.000	21.000	16681.742	0.000	15292.000	21840.000	1.000
206.000	4.000	3.000	1.000	32600.730	0.000	26118.000	39476.000	1.000
207.000	2.000	1.000	1.000	82554.255	0.000	56035.000	10000000000.000	1.000
208.000	2.000	1.000	1.000	4429.629	0.000	0.000	6000.000	1.000
209.000	9.000	8.000	1.000	6820.542	0.000	6283.000	6876.000	1.000
210.000	2.000	1.000	1.000	7975.444	0.000	7250.000	8224.000	1.000
211.000	4.000	2.000	2.000	8798.497	0.000	8765.000	10410.000	1.000
212.000	2.000	1.000	1.000	12212.271	0.000	11292.000	14247.000	1.000
213.000	8.000	6.000	2.000	20965.167	0.000	15292.000	21840.000	1.000
214.000	22.000	7.000	15.000	33296.982	0.000	26118.000	39476.000	1.000
215.000	18.000	1.000	17.000	80562.627	0.000	56035.000	10000000000.000	1.000
216.000	2.000	1.000	1.000	6676.400	0.000	6283.000	6876.000	1.000
217.000	2.000	1.000	1.000	7815.260	0.000	7250.000	8224.000	1.000
218.000	5.000	4.000	1.000	9589.633	0.000	8765.000	10410.000	1.000
219.000	19.000	2.000	17.000	12986.880	0.000	11292.000	14247.000	1.000
220.000	2.000	1.000	1.000	17710.948	0.000	15292.000	21840.000	1.000
221.000	4.000	3.000	1.000	26218.453	0.000	26118.000	39476.000	1.000
222.000	2.000	1.000	1.000	173514.861	0.000	56035.000	10000000000.000	1.000
223.000	2.000	1.000	1.000	4316.722	0.000	0.000	6000.000	1.000
224.000	5.000	4.000	1.000	6865.473	0.000	6283.000	6876.000	1.000
225.000	2.000	1.000	1.000	7934.365	0.000	7250.000	8224.000	1.000
226.000	2.000	1.000	1.000	8982.384	0.000	8765.000	10410.000	1.000
227.000	2.000	1.000	1.000	12922.266	0.000	11292.000	14247.000	1.000
228.000	6.000	4.000	2.000	15679.705	0.000	15292.000	21840.000	1.000
229.000	8.000	5.000	3.000	27972.021	0.000	26118.000	39476.000	1.000
230.000	17.000	1.000	16.000	67718.470	0.000	56035.000	10000000000.000	1.000
231.000	2.000	1.000	1.000	4513.664	0.000	0.000	6000.000	1.000
232.000	5.000	3.000	2.000	7438.004	0.000	7250.000	8224.000	1.000
233.000	3.000	2.000	1.000	8922.556	0.000	8765.000	10410.000	1.000
234.000	12.000	6.000	6.000	11974.216	0.000	11292.000	14247.000	1.000
235.000	2.000	1.000	1.000	20511.915	0.000	15292.000	21840.000	1.000
236.000	9.000	2.000	7.000	34106.582	0.000	26118.000	39476.000	1.000
237.000	2.000	1.000	1.000	183758.772	0.000	56035.000	10000000000.000	1.000
238.000	2.000	1.000	1.000	5313.957	0.000	0.000	6000.000	1.000
239.000	2.000	1.000	1.000	6738.504	0.000	6283.000	6876.000	1.000
240.000	2.000	1.000	1.000	7955.261	0.000	7250.000	8224.000	1.000
241.000	13.000	7.000	6.000	9230.577	0.000	8765.000	10410.000	1.000
242.000	12.000	6.000	6.000	12033.916	0.000	11292.000	14247.000	1.000
243.000	3.000	2.000	1.000	15448.943	0.000	15292.000	21840.000	1.000
244.000	3.000	2.000	1.000	27403.337	0.000	26118.000	39476.000	1.000
245.000	17.000	1.000	16.000	119316.362	0.000	56035.000	10000000000.000	1.000
246.000	2.000	1.000	1.000	4042.452	0.000	0.000	6000.000	1.000
247.000	2.000	1.000	1.000	6509.666	0.000	6283.000	6876.000	1.000
248.000	2.000	1.000	1.000	9429.957	0.000	8765.000	10410.000	1.000
249.000	5.000	4.000	1.000	14072.469	0.000	11292.000	14247.000	1.000
250.000	4.000	2.000	2.000	20400.662	0.000	15292.000	21840.000	1.000
251.000	5.000	4.000	1.000	35140.991	0.000	26118.000	39476.000	1.000
252.000	20.000	1.000	19.000	66276.528	0.000	56035.000	10000000000.000	1.000
253.000	2.000	1.000	1.000	5924.779	0.000	0.000	6000.000	1.000
254.000	3.000	2.000	1.000	6761.908	0.000	6283.000	6876.000	1.000
255.000	2.000	1.000	1.000	8192.010	0.000	7250.000	8224.000	1.000
256.000	4.000	2.000	2.000	9706.528	0.000	8765.000	10410.000	1.000
257.000	13.000	10.000	3.000	11752.993	0.000	11292.000	14247.000	1.000
258.000	2.000	1.000	1.000	20835.986	0.000	15292.000	21840.000	1.000
259.000	2.000	1.000	1.000	29693.295	0.000	26118.000	39476.000	1.000
260.000	18.000	1.000	17.000	87100.231	0.000	56035.000	10000000000.000	1.000
261.000	2.000	1.000	1.000	4465.734	0.000	0.000	6000.000	1.000
