x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-869.8743E-06,+578.9656449E-03,-11.2190814E-03,-23.5447999E-03,-23.5447999E-03
-869.5991E-06,+559.1096283E-03,-7.8718004E-03,-43.4008165E-03,+0.0E+00
-869.3239E-06,+535.5648398E-03,-184.4363E-06,-66.9456050E-03,+43.4008280E-03
-869.0487E-06,+492.1640003E-03,-5.3328879E-03,-23.5447655E-03,-19.8560740E-03
-868.7735E-06,+468.6192349E-03,-5.7017560E-03,+0.0E+00,-23.5447540E-03
-868.4983E-06,+598.8218223E-03,-3.3472804E-03,+0.0E+00,+0.0E+00
-868.2231E-06,+626.0551758E-03,-12.0274557E-03,+43.4008740E-03,+0.0E+00
-867.9479E-06,+559.1095594E-03,-12.3963134E-03,+23.5447195E-03,+0.0E+00
-867.6727E-06,+535.5648398E-03,-5.7017514E-03,+0.0E+00,+0.0E+00
-867.3975E-06,+492.1639314E-03,-3.3472804E-03,-43.4009084E-03,+0.0E+00
-867.1223E-06,+555.4210747E-03,-5.5173266E-03,-23.5446851E-03,+0.0E+00
-866.8471E-06,+602.5104448E-03,-2.3544675E-03,+0.0E+00,+0.0E+00
-866.5719E-06,+559.1095020E-03,-2.1700473E-03,-43.4009429E-03,+0.0E+00
-866.2967E-06,+578.9657942E-03,-3.3472804E-03,-23.5446506E-03,+0.0E+00
-866.0215E-06,+645.9114107E-03,-5.5173288E-03,+43.4009658E-03,+0.0E+00
-865.7463E-06,+626.0550725E-03,-6.6945609E-03,+23.5446277E-03,+43.4009773E-03
-865.4711E-06,+515.7084672E-03,-4.5245113E-03,+0.0E+00,+23.5446162E-03
-865.1959E-06,+512.0202352E-03,-1.1772303E-03,-86.8020006E-03,-43.4010003E-03
-864.9206E-06,+622.3668634E-03,-4.3401014E-03,-47.0891864E-03,-23.5445932E-03
-864.6454E-06,+582.6540033E-03,-2.3544583E-03,+0.0E+00,-43.4010233E-03
-864.3702E-06,+578.9658746E-03,-2.1700519E-03,-43.4010347E-03,-23.5445702E-03
-864.0950E-06,+559.1093986E-03,-9.8574377E-03,-23.5445587E-03,+43.4010462E-03
-863.8198E-06,+535.5648398E-03,-6.8789627E-03,-43.4010577E-03,+23.5445473E-03
-863.5446E-06,+535.5648398E-03,-3.3472804E-03,-23.5445358E-03,+0.0E+00
-863.2694E-06,+578.9659205E-03,-7.6873887E-03,+0.0E+00,-43.4010807E-03
-862.9942E-06,+602.5104448E-03,-7.8717866E-03,-43.4010922E-03,-23.5445128E-03
-862.7190E-06,+602.5104448E-03,-6.6945609E-03,-66.9456050E-03,+0.0E+00
-862.4438E-06,+602.5104448E-03,-8.8646167E-03,-23.5444898E-03,+0.0E+00
-862.1686E-06,+559.1093182E-03,-10.0418413E-03,+0.0E+00,-43.4011266E-03
-861.8934E-06,+535.5648398E-03,-7.8717843E-03,+0.0E+00,-23.5444669E-03
-861.6182E-06,+535.5648398E-03,-4.5245033E-03,-43.4011496E-03,+43.4011496E-03
-861.3430E-06,+535.5648398E-03,-3.3472804E-03,-66.9456050E-03,-19.8567172E-03
-861.0678E-06,+578.9660124E-03,-5.5173392E-03,-23.5444324E-03,-23.5444324E-03
-860.7926E-06,+559.1092608E-03,-4.5245015E-03,+0.0E+00,+0.0E+00
-860.5174E-06,+492.1636443E-03,-5.5173403E-03,-86.8023911E-03,-43.4011955E-03
-860.2422E-06,+512.0204419E-03,-4.5245004E-03,-47.0887959E-03,-23.5443979E-03
-859.9670E-06,+578.9660584E-03,-5.5173415E-03,+0.0E+00,+0.0E+00
-859.6918E-06,+559.1092148E-03,-11.0346841E-03,-43.4012300E-03,+0.0E+00
-859.4166E-06,+448.7623569E-03,-6.8789352E-03,-66.9456050E-03,+0.0E+00
-859.1414E-06,+488.4761358E-03,-3.3472804E-03,-110.3468580E-03,+43.4012530E-03
-858.8662E-06,+578.9661043E-03,-5.5173438E-03,-90.4899455E-03,+23.5443405E-03
-858.5910E-06,+559.1091689E-03,-6.6945609E-03,-23.5443290E-03,+86.8025519E-03
-858.3158E-06,+578.9661273E-03,-184.3674E-06,+0.0E+00,+90.4899225E-03
-858.0405E-06,+559.1091459E-03,-992.8497E-06,+0.0E+00,+66.9456050E-03
-857.7653E-06,+535.5648398E-03,-3.3472804E-03,+0.0E+00,+23.5442946E-03
-857.4901E-06,+535.5648398E-03,-1.1772142E-03,+0.0E+00,+43.4013219E-03
-857.2149E-06,+578.9661732E-03,+0.0E+00,+43.4013334E-03,+23.5442716E-03
-856.9397E-06,+559.1091000E-03,-6.5102021E-03,-19.8570847E-03,+0.0E+00
-856.6645E-06,+578.9661962E-03,-5.7017054E-03,-66.9456050E-03,+0.0E+00
-856.3893E-06,+602.5104448E-03,-3.3472804E-03,+19.8571307E-03,+0.0E+00
-856.1141E-06,+602.5104448E-03,-9.8574877E-03,-19.8571536E-03,+86.8027586E-03
-855.8389E-06,+645.9118356E-03,-2.5387734E-03,-23.5442142E-03,+3.6870376E-03
-855.5637E-06,+626.0546475E-03,-5.3330005E-03,+0.0E+00,-23.5442027E-03
-855.2885E-06,+559.1090311E-03,-7.8717705E-03,+43.4014138E-03,+0.0E+00
-855.0133E-06,+665.7691156E-03,-6.6945609E-03,-19.8572455E-03,+0.0E+00
-854.7381E-06,+693.0002180E-03,-6.6945609E-03,-66.9456050E-03,-43.4014367E-03
-854.4629E-06,+582.6531534E-03,-8.8646334E-03,-66.9456050E-03,-23.5441568E-03
-854.1877E-06,+535.5648398E-03,-10.0418413E-03,-66.9456050E-03,+43.4014597E-03
-853.9125E-06,+578.9663110E-03,-10.0418413E-03,-23.5441338E-03,-19.8573374E-03
-853.6373E-06,+515.7074795E-03,+808.5300E-06,+0.0E+00,-23.5441223E-03
-853.3621E-06,+555.4222232E-03,-4.1558133E-03,-86.8029883E-03,-43.4014942E-03
-853.0869E-06,+559.1089392E-03,-3.5316151E-03,-47.0881987E-03,-23.5440993E-03
-852.8117E-06,+578.9663570E-03,-4.3401520E-03,+0.0E+00,-43.4015171E-03
-852.5365E-06,+515.7073876E-03,-8.8646374E-03,-43.4015286E-03,-23.5440764E-03
-852.2613E-06,+512.0207750E-03,-5.7016871E-03,+19.8574752E-03,+43.4015401E-03
-851.9861E-06,+578.9663914E-03,-3.3472804E-03,-19.8574982E-03,-19.8574982E-03
-851.7109E-06,+559.1088817E-03,-3.3472804E-03,-23.5440419E-03,-23.5440419E-03
-851.4356E-06,+622.3679890E-03,-3.3472804E-03,+43.4015746E-03,-43.4015746E-03
-851.1604E-06,+669.4560498E-03,-5.5173599E-03,-63.2591532E-03,+63.2591532E-03
-850.8852E-06,+626.0544523E-03,-6.6945609E-03,-90.4896124E-03,+47.0880149E-03
-850.6100E-06,+559.1088358E-03,-6.6945609E-03,-23.5439960E-03,+43.4016090E-03
-850.3348E-06,+578.9664603E-03,-2.3543986E-03,-43.4016205E-03,+66.9456050E-03
-850.0596E-06,+602.5104448E-03,-6.5102452E-03,-66.9456050E-03,+23.5439730E-03
-849.7844E-06,+559.1088013E-03,-7.8717590E-03,-66.9456050E-03,-43.4016435E-03
-849.5092E-06,+578.9664948E-03,-4.5244780E-03,-66.9456050E-03,+19.8577049E-03
-849.2340E-06,+602.5104448E-03,-3.3472804E-03,-23.5439385E-03,+66.9456050E-03
-848.9588E-06,+559.1087669E-03,+992.8876E-06,+0.0E+00,+110.3472829E-03
-848.6836E-06,+492.1631504E-03,-992.8887E-06,+0.0E+00,+90.4895205E-03
-848.4084E-06,+555.4226367E-03,-5.5173656E-03,-43.4017009E-03,+66.9456050E-03
-848.1332E-06,+645.9121572E-03,-184.3037E-06,-66.9456050E-03,+23.5438926E-03
-847.8580E-06,+626.0543259E-03,-3.1629785E-03,-23.5438811E-03,+0.0E+00
-847.5828E-06,+602.5104448E-03,-2.3543871E-03,+43.4017354E-03,+0.0E+00
-847.3076E-06,+559.1086980E-03,-8.6803499E-03,-19.8578887E-03,+43.4017468E-03
-847.0324E-06,+492.1630815E-03,-9.0489457E-03,-66.9456050E-03,-19.8579117E-03
-846.7572E-06,+555.4227745E-03,-2.3543836E-03,-66.9456050E-03,-23.5438352E-03
-846.4820E-06,+559.1086635E-03,+0.0E+00,-66.9456050E-03,+43.4017813E-03
-846.2068E-06,+535.5648398E-03,-6.5102693E-03,-66.9456050E-03,+110.3473978E-03
-845.9316E-06,+535.5648398E-03,-3.5315703E-03,-66.9456050E-03,+47.0876014E-03
-845.6564E-06,+492.1630241E-03,-4.3401818E-03,-66.9456050E-03,+0.0E+00
-845.3812E-06,+555.4228893E-03,-6.6945609E-03,-110.3474322E-03,+0.0E+00
-845.1060E-06,+602.5104448E-03,-8.8646529E-03,-90.4893712E-03,+43.4018387E-03
-844.8307E-06,+559.1085946E-03,-7.8717487E-03,-23.5437548E-03,+23.5437548E-03
-844.5555E-06,+492.1629781E-03,-8.8646541E-03,-43.4018617E-03,+0.0E+00
-844.2803E-06,+598.8248544E-03,-7.8717475E-03,+19.8581414E-03,+0.0E+00
-844.0051E-06,+626.0541651E-03,-4.5244665E-03,+23.5437203E-03,+0.0E+00
-843.7299E-06,+515.7066525E-03,-5.5173754E-03,-86.8037923E-03,-43.4018962E-03
-843.4547E-06,+512.0211425E-03,+1.9858211E-03,-90.4893023E-03,+19.8582103E-03
-843.1795E-06,+535.5648398E-03,+184.2726E-06,-23.5436859E-03,+110.3475241E-03
-842.9043E-06,+535.5648398E-03,-5.5173771E-03,-43.4019306E-03,+47.0873487E-03
-842.6291E-06,+578.9667819E-03,-2.3543664E-03,-66.9456050E-03,-43.4019421E-03
-842.3539E-06,+559.1084912E-03,+0.0E+00,-66.9456050E-03,-110.3475586E-03
-842.0787E-06,+535.5648398E-03,+0.0E+00,-23.5436399E-03,-90.4892449E-03
-841.8035E-06,+578.9668164E-03,-2.1700989E-03,+0.0E+00,-23.5436284E-03
-841.5283E-06,+602.5104448E-03,-9.8575790E-03,+43.4019880E-03,+43.4019880E-03
-841.2531E-06,+515.7064458E-03,-9.0489215E-03,-19.8583941E-03,+23.5436055E-03
-840.9779E-06,+555.4232569E-03,-4.5244602E-03,-66.9456050E-03,+0.0E+00
-840.7027E-06,+602.5104448E-03,-1.1771792E-03,+19.8584400E-03,+0.0E+00
-840.4275E-06,+559.1084108E-03,+0.0E+00,-19.8584630E-03,+86.8040680E-03
-840.1523E-06,+535.5648398E-03,-2.1701024E-03,-66.9456050E-03,+47.0871190E-03
-839.8771E-06,+535.5648398E-03,-1.1771775E-03,-23.5435480E-03,+0.0E+00
-839.6019E-06,+578.9669083E-03,-4.3402071E-03,+43.4020684E-03,+0.0E+00
-839.3267E-06,+602.5104448E-03,-4.5244568E-03,+23.5435251E-03,+0.0E+00
-839.0515E-06,+645.9125362E-03,-5.5173851E-03,+0.0E+00,+0.0E+00
-838.7763E-06,+626.0539469E-03,-6.6945609E-03,+0.0E+00,+0.0E+00
-838.5011E-06,+645.9125592E-03,-2.3543492E-03,-43.4021144E-03,-43.4021144E-03
-838.2259E-06,+626.0539239E-03,-2.1701064E-03,-23.5434791E-03,-23.5434791E-03
-837.9506E-06,+602.5104448E-03,-7.6874944E-03,+0.0E+00,+43.4021373E-03
-837.6754E-06,+602.5104448E-03,-5.7016262E-03,-43.4021488E-03,+23.5434562E-03
-837.4002E-06,+602.5104448E-03,-1.1771723E-03,-66.9456050E-03,+0.0E+00
-837.1250E-06,+559.1082730E-03,-4.3402174E-03,-66.9456050E-03,-43.4021718E-03
-836.8498E-06,+535.5648398E-03,-184.2330E-06,-66.9456050E-03,-23.5434217E-03
-836.5746E-06,+535.5648398E-03,-5.3331590E-03,-23.5434102E-03,-43.4021948E-03
-836.2994E-06,+535.5648398E-03,-10.0418413E-03,+0.0E+00,+19.8588075E-03
-836.0242E-06,+535.5648398E-03,-7.8717303E-03,+0.0E+00,-19.8588305E-03
-835.7490E-06,+578.9670691E-03,-4.5244493E-03,+0.0E+00,+19.8588535E-03
-835.4738E-06,+602.5104448E-03,+992.9439E-06,+0.0E+00,+23.5433643E-03
-835.1986E-06,+559.1081926E-03,-3.1630578E-03,-43.4022522E-03,+43.4022522E-03
-834.9234E-06,+578.9671035E-03,-8.8646742E-03,-23.5433413E-03,+23.5433413E-03
-834.6482E-06,+645.9127200E-03,-10.0418413E-03,-43.4022752E-03,+0.0E+00
-834.3730E-06,+669.4560498E-03,-7.8717269E-03,+19.8589683E-03,+0.0E+00
-834.0978E-06,+669.4560498E-03,-8.8646759E-03,+23.5433068E-03,+43.4022981E-03
-833.8226E-06,+626.0537402E-03,-7.8717257E-03,-43.4023096E-03,+23.5432954E-03
-833.5474E-06,+559.1081237E-03,-6.6945609E-03,-66.9456050E-03,+43.4023211E-03
-833.2722E-06,+578.9671724E-03,-4.5244441E-03,-110.3479376E-03,+23.5432724E-03
-832.9970E-06,+602.5104448E-03,-1.1771631E-03,-90.4888659E-03,+0.0E+00
-832.7218E-06,+559.1080893E-03,-4.3402358E-03,-66.9456050E-03,+86.8047111E-03
-832.4466E-06,+535.5648398E-03,-4.5244424E-03,-66.9456050E-03,+3.6841088E-03
-832.1714E-06,+578.9672184E-03,-1.1771614E-03,-66.9456050E-03,-23.5432264E-03
-831.8962E-06,+559.1080548E-03,+0.0E+00,-23.5432150E-03,+0.0E+00
-831.6210E-06,+535.5648398E-03,-6.5103606E-03,+0.0E+00,+0.0E+00
-831.3457E-06,+578.9672528E-03,-14.3820828E-03,+0.0E+00,+0.0E+00
-831.0705E-06,+602.5104448E-03,-8.0559168E-03,+0.0E+00,+43.4024245E-03
-830.7953E-06,+602.5104448E-03,-1.1771585E-03,-43.4024360E-03,+23.5431690E-03
-830.5201E-06,+602.5104448E-03,-4.3402450E-03,-66.9456050E-03,+0.0E+00
-830.2449E-06,+602.5104448E-03,-6.6945609E-03,-110.3480639E-03,+43.4024589E-03
-829.9697E-06,+559.1079744E-03,-2.3543136E-03,-90.4887395E-03,+23.5431346E-03
-829.6945E-06,+578.9673217E-03,-2.1701242E-03,+19.8593588E-03,+43.4024819E-03
-829.4193E-06,+602.5104448E-03,-1.1771556E-03,+23.5431116E-03,+23.5431116E-03
-829.1441E-06,+559.1079399E-03,-6.5103761E-03,+0.0E+00,+0.0E+00
-828.8689E-06,+535.5648398E-03,-7.8717154E-03,+0.0E+00,+0.0E+00
-828.5937E-06,+578.9673677E-03,-2.3543078E-03,+0.0E+00,-43.4025278E-03
-828.3185E-06,+559.1079055E-03,-2.1701271E-03,-43.4025393E-03,-66.9456050E-03
-828.0433E-06,+578.9673907E-03,-3.3472804E-03,-110.3481558E-03,-23.5430542E-03
-827.7681E-06,+602.5104448E-03,-5.5174087E-03,-47.0860854E-03,+43.4025623E-03
-827.4929E-06,+602.5104448E-03,-184.1744E-06,+0.0E+00,+23.5430312E-03
-827.2177E-06,+559.1078595E-03,-992.9783E-06,-43.4025853E-03,+0.0E+00
-826.9425E-06,+535.5648398E-03,+3.1631094E-03,-66.9456050E-03,+0.0E+00
-826.6673E-06,+578.9674481E-03,+2.3542998E-03,-110.3482132E-03,+0.0E+00
-826.3921E-06,+602.5104448E-03,+0.0E+00,-47.0859705E-03,+0.0E+00
-826.1169E-06,+645.9130760E-03,-4.3402634E-03,+0.0E+00,-43.4026312E-03
-825.8417E-06,+626.0534071E-03,-4.5244286E-03,+43.4026427E-03,-23.5429623E-03
-825.5665E-06,+602.5104448E-03,-3.3472804E-03,-19.8597034E-03,+43.4026542E-03
-825.2913E-06,+602.5104448E-03,-12.0278141E-03,-66.9456050E-03,+66.9456050E-03
-825.0161E-06,+559.1077677E-03,-8.0558663E-03,-23.5429278E-03,+23.5429278E-03
-824.7408E-06,+535.5648398E-03,-5.5174150E-03,+0.0E+00,+0.0E+00
-824.4656E-06,+578.9675400E-03,-4.5244257E-03,-43.4027001E-03,+0.0E+00
-824.1904E-06,+602.5104448E-03,-1.1771447E-03,-23.5428934E-03,+43.4027116E-03
-823.9152E-06,+602.5104448E-03,+0.0E+00,-43.4027231E-03,+23.5428819E-03
-823.6400E-06,+602.5104448E-03,-2.1701368E-03,-23.5428704E-03,+43.4027346E-03
-823.3648E-06,+645.9131909E-03,-1.1771430E-03,-43.4027461E-03,+23.5428589E-03
-823.0896E-06,+669.4560498E-03,-2.1701380E-03,-23.5428474E-03,+0.0E+00
-822.8144E-06,+626.0532808E-03,-7.6875576E-03,+0.0E+00,-43.4027690E-03
-822.5392E-06,+559.1076643E-03,-5.7015630E-03,-43.4027805E-03,-66.9456050E-03
-822.2640E-06,+578.9676318E-03,-9.8576996E-03,-66.9456050E-03,-23.5428130E-03
-821.9888E-06,+515.7048378E-03,-6.8787009E-03,-23.5428015E-03,+43.4028035E-03
-821.7136E-06,+512.0220498E-03,-1.1771396E-03,-43.4028150E-03,+66.9456050E-03
-821.4384E-06,+578.9676663E-03,-6.5104243E-03,-66.9456050E-03,+23.5427785E-03
-821.1632E-06,+645.9132828E-03,-5.7015573E-03,-66.9456050E-03,+43.4028380E-03
-820.8880E-06,+582.6503509E-03,-5.5174230E-03,-23.5427555E-03,+66.9456050E-03
-820.6128E-06,+578.9677008E-03,-4.5244177E-03,+0.0E+00,+23.5427441E-03
-820.3376E-06,+602.5104448E-03,-1.1771367E-03,-43.4028724E-03,-43.4028724E-03
-820.0624E-06,+515.7046770E-03,+4.3402886E-03,-66.9456050E-03,-23.5427211E-03
-819.7872E-06,+512.0221302E-03,-1.9860187E-03,-23.5427096E-03,+0.0E+00
-819.5120E-06,+578.9677467E-03,-4.5244154E-03,-43.4029069E-03,+0.0E+00
-819.2368E-06,+602.5104448E-03,-1.1771344E-03,-66.9456050E-03,+0.0E+00
-818.9616E-06,+602.5104448E-03,-6.5104398E-03,+19.8602547E-03,+0.0E+00
-818.6864E-06,+602.5104448E-03,-1.3612526E-03,-19.8602777E-03,+86.8058826E-03
-818.4112E-06,+602.5104448E-03,+1.1771327E-03,-23.5426522E-03,+90.4882572E-03
-818.1360E-06,+559.1074805E-03,-4.3402967E-03,-43.4029643E-03,+23.5426407E-03
-817.8607E-06,+578.9678156E-03,-6.6945609E-03,-23.5426292E-03,+0.0E+00
-817.5855E-06,+559.1074576E-03,-2.3542619E-03,-43.4029873E-03,+43.4029873E-03
-817.3103E-06,+578.9678386E-03,-6.5104502E-03,-66.9456050E-03,+23.5426062E-03
-817.0351E-06,+645.9134551E-03,-3.5313894E-03,-23.5425947E-03,-43.4030102E-03
-816.7599E-06,+626.0530281E-03,-8.6806048E-03,-43.4030217E-03,+19.8604385E-03
-816.4847E-06,+602.5104448E-03,-9.0488182E-03,-23.5425718E-03,+23.5425718E-03
-816.2095E-06,+559.1074001E-03,-6.6945609E-03,+0.0E+00,+0.0E+00
-815.9343E-06,+578.9678960E-03,-8.8647138E-03,+0.0E+00,+0.0E+00
-815.6591E-06,+645.9135125E-03,-10.0418413E-03,-43.4030677E-03,+0.0E+00
-815.3839E-06,+582.6498915E-03,-7.8716872E-03,+19.8605533E-03,+43.4030791E-03
-815.1087E-06,+578.9679305E-03,-4.5244062E-03,+110.3486956E-03,+23.5425144E-03
-814.8335E-06,+602.5104448E-03,-9.8577461E-03,+3.6819036E-03,-43.4031021E-03
-814.5583E-06,+559.1073312E-03,-9.0488101E-03,-66.9456050E-03,+19.8606222E-03
-814.2831E-06,+578.9679649E-03,-4.5244045E-03,-66.9456050E-03,+110.3487301E-03
-814.0079E-06,+559.1073083E-03,-1.1771235E-03,-23.5424684E-03,+47.0849368E-03
-813.7327E-06,+535.5648398E-03,-4.3403150E-03,+0.0E+00,+0.0E+00
-813.4575E-06,+578.9679994E-03,-8.8647190E-03,+0.0E+00,+0.0E+00
-813.1823E-06,+602.5104448E-03,-5.7015240E-03,-43.4031710E-03,+0.0E+00
-812.9071E-06,+645.9136273E-03,-7.6875989E-03,-66.9456050E-03,+43.4031825E-03
-812.6319E-06,+626.0528558E-03,-3.5313618E-03,-66.9456050E-03,+66.9456050E-03
-812.3567E-06,+645.9136503E-03,-4.3403208E-03,-66.9456050E-03,+23.5423995E-03
-812.0815E-06,+626.0528328E-03,-6.6945609E-03,-66.9456050E-03,-86.8064339E-03
-811.8063E-06,+559.1072164E-03,-2.3542378E-03,-23.5423765E-03,-3.6815246E-03
-811.5311E-06,+622.3713197E-03,-4.3403242E-03,-43.4032399E-03,+23.5423650E-03
-811.2558E-06,+626.0527984E-03,-6.6945609E-03,-23.5423536E-03,+0.0E+00
-810.9806E-06,+559.1071819E-03,-2.3542343E-03,+0.0E+00,+0.0E+00
-810.7054E-06,+578.9681142E-03,-6.5104915E-03,-43.4032744E-03,-43.4032744E-03
-810.4302E-06,+602.5104448E-03,-10.0418413E-03,-66.9456050E-03,-23.5423191E-03
-810.1550E-06,+602.5104448E-03,-5.7015113E-03,-110.3489023E-03,+0.0E+00
-809.8798E-06,+602.5104448E-03,-1.1771149E-03,-47.0845923E-03,+43.4033088E-03
-809.6046E-06,+602.5104448E-03,-4.3403323E-03,-43.4033203E-03,-19.8610357E-03
-809.3294E-06,+645.9137766E-03,-4.5243942E-03,-66.9456050E-03,-66.9456050E-03
-809.0542E-06,+626.0527065E-03,+993.0541E-06,-23.5422617E-03,-23.5422617E-03
-808.7790E-06,+559.1070900E-03,+1.1771126E-03,-43.4033548E-03,+0.0E+00
-808.5038E-06,+578.9682061E-03,-4.3403369E-03,-23.5422387E-03,-43.4033663E-03
-808.2286E-06,+602.5104448E-03,-8.8647299E-03,+0.0E+00,+19.8611505E-03
-807.9534E-06,+645.9138341E-03,-3.5313326E-03,-43.4033892E-03,+23.5422157E-03
-807.6782E-06,+626.0526491E-03,+0.0E+00,-66.9456050E-03,+43.4034007E-03
-807.4030E-06,+645.9138570E-03,-2.1701707E-03,-66.9456050E-03,+66.9456050E-03
-807.1278E-06,+626.0526261E-03,-5.5174517E-03,-66.9456050E-03,+23.5421813E-03
-806.8526E-06,+602.5104448E-03,-6.6945609E-03,-66.9456050E-03,+43.4034352E-03
-806.5774E-06,+559.1069981E-03,-184.0435E-06,-23.5421583E-03,+110.3490517E-03
-806.3022E-06,+578.9682980E-03,-3.1632387E-03,-43.4034582E-03,+90.4877518E-03
-806.0270E-06,+602.5104448E-03,-4.5243873E-03,+19.8613343E-03,+23.5421353E-03
-805.7518E-06,+689.3174071E-03,-1.1771063E-03,+66.9456050E-03,+0.0E+00
-805.4766E-06,+692.9981622E-03,-4.3403495E-03,-19.8613803E-03,-43.4034926E-03
-805.2014E-06,+669.4560498E-03,-6.6945609E-03,-23.5421009E-03,-23.5421009E-03
-804.9262E-06,+582.6490186E-03,-8.8647368E-03,-43.4035156E-03,+0.0E+00
-804.6509E-06,+578.9683669E-03,-1.3611354E-03,-66.9456050E-03,+43.4035271E-03
-804.3757E-06,+602.5104448E-03,-993.0737E-06,-23.5420664E-03,+23.5420664E-03
-804.1005E-06,+602.5104448E-03,-5.5174581E-03,+0.0E+00,+0.0E+00
-803.8253E-06,+689.3175679E-03,-6.6945609E-03,-43.4035615E-03,+0.0E+00
-803.5501E-06,+649.5945088E-03,-8.8647396E-03,-110.3491780E-03,+43.4035730E-03
-803.2749E-06,+645.9140293E-03,-7.8716620E-03,-47.0840410E-03,+110.3491895E-03
-802.9997E-06,+582.6488578E-03,-4.5243810E-03,+0.0E+00,+47.0840180E-03
-802.7245E-06,+578.9684473E-03,-7.6876414E-03,-86.8072149E-03,+0.0E+00
-802.4493E-06,+559.1068259E-03,-7.8716602E-03,-47.0839721E-03,+0.0E+00
-802.1741E-06,+622.3721007E-03,-184.0159E-06,+0.0E+00,+0.0E+00
-801.8989E-06,+626.0524079E-03,-993.0840E-06,+43.4036419E-03,+43.4036419E-03
-801.6237E-06,+559.1067914E-03,-5.5174632E-03,+23.5419516E-03,+23.5419516E-03
-801.3485E-06,+535.5648398E-03,-6.6945609E-03,-43.4036649E-03,+43.4036649E-03
-801.0733E-06,+578.9685162E-03,-6.6945609E-03,-66.9456050E-03,+23.5419286E-03
-800.7981E-06,+645.9141327E-03,-6.6945609E-03,-23.5419171E-03,+0.0E+00
-800.5229E-06,+539.2449517E-03,-4.5243758E-03,-43.4036994E-03,+0.0E+00
-800.2477E-06,+555.4266565E-03,-3.3472804E-03,-66.9456050E-03,+43.4037108E-03
-799.9725E-06,+689.3178895E-03,-3.3472804E-03,-66.9456050E-03,+23.5418827E-03
-799.6973E-06,+649.5941872E-03,-9.8578409E-03,+19.8618626E-03,+0.0E+00
-799.4221E-06,+602.5104448E-03,-6.8785596E-03,+66.9456050E-03,+0.0E+00
-799.1469E-06,+645.9142016E-03,-5.5174684E-03,-19.8619086E-03,+43.4037568E-03
-798.8717E-06,+626.0522815E-03,-8.8647494E-03,-66.9456050E-03,+23.5418367E-03
-798.5965E-06,+645.9142246E-03,-10.0418413E-03,-66.9456050E-03,+43.4037797E-03
-798.3213E-06,+539.2446761E-03,+809.1071E-06,-66.9456050E-03,+23.5418137E-03
-798.0461E-06,+512.0230376E-03,-1.9862002E-03,-23.5418023E-03,+0.0E+00
-797.7708E-06,+535.5648398E-03,-6.6945609E-03,+0.0E+00,-43.4038142E-03
-797.4956E-06,+622.3724912E-03,-8.8647523E-03,+0.0E+00,-23.5417793E-03
-797.2204E-06,+582.6483754E-03,-5.7014573E-03,-43.4038372E-03,+0.0E+00
-796.9452E-06,+665.7763858E-03,-5.5174730E-03,-66.9456050E-03,+43.4038487E-03
-796.6700E-06,+692.9977946E-03,-6.6945609E-03,-23.5417448E-03,+66.9456050E-03
-796.3948E-06,+669.4560498E-03,-4.5243672E-03,+0.0E+00,-19.8621383E-03
-796.1196E-06,+582.6482836E-03,-3.3472804E-03,+0.0E+00,+19.8621613E-03
-795.8444E-06,+578.9687344E-03,-5.5174753E-03,+0.0E+00,+66.9456050E-03
-795.5692E-06,+602.5104448E-03,-183.9746E-06,+0.0E+00,-19.8622072E-03
-795.2940E-06,+602.5104448E-03,-993.1116E-06,+43.4039176E-03,+19.8622302E-03
-795.0188E-06,+602.5104448E-03,-7.6876736E-03,-19.8622531E-03,+23.5416759E-03
-794.7436E-06,+602.5104448E-03,-7.8716442E-03,-23.5416644E-03,+0.0E+00
-794.4684E-06,+645.9143968E-03,-2.3541654E-03,-43.4039520E-03,-43.4039520E-03
-794.1932E-06,+626.0520863E-03,-4.3403966E-03,-66.9456050E-03,-110.3495685E-03
-793.9180E-06,+602.5104448E-03,-4.5243620E-03,-23.5416300E-03,-47.0832600E-03
-793.6428E-06,+645.9144313E-03,+993.1185E-06,+0.0E+00,+0.0E+00
-793.3676E-06,+669.4560498E-03,+1.1770804E-03,+0.0E+00,-43.4039980E-03
-793.0924E-06,+669.4560498E-03,-6.5106018E-03,-43.4040095E-03,-23.5415955E-03
-792.8172E-06,+669.4560498E-03,-3.5312378E-03,+19.8624369E-03,+86.8080419E-03
-792.5420E-06,+669.4560498E-03,-4.3404035E-03,+23.5415726E-03,+3.6791127E-03
-792.2668E-06,+626.0520059E-03,-6.6945609E-03,-43.4040439E-03,-23.5415611E-03
-791.9916E-06,+602.5104448E-03,-6.6945609E-03,-23.5415496E-03,-43.4040554E-03
-791.7164E-06,+689.3185786E-03,-8.8647643E-03,+43.4040669E-03,-23.5415381E-03
-791.4412E-06,+649.5934980E-03,-1.3610251E-03,+23.5415266E-03,+0.0E+00
-791.1659E-06,+602.5104448E-03,+1.1770758E-03,+0.0E+00,-43.4040899E-03
-790.8907E-06,+559.1063435E-03,+0.0E+00,-43.4041013E-03,-23.5415036E-03
-790.6155E-06,+578.9689527E-03,+0.0E+00,+19.8626207E-03,+43.4041128E-03
-790.3403E-06,+645.9145691E-03,-6.5106190E-03,-19.8626436E-03,+23.5414807E-03
-790.0651E-06,+582.6477782E-03,-7.8716344E-03,-66.9456050E-03,+0.0E+00
